-c a33 -d AC -r DA_CTL -p SDO_EN = 0, (default=0)
-c a33 -d RTC -r RTC_HH_MM_SS_REG -p HOUR = 12
-c a33 -d RTC -r RTC_HH_MM_SS_REG -p MINUTE = 51
-c a33 -d RTC -r RTC_HH_MM_SS_REG -p SECOND = 45
-c a33 -d RTC -r ALARM0_COUNTER_REG -p ALARM0_COUNTER = 0, (default=0)
-c a33 -d RTC -r ALARM0_CUR_VLU_REG -p ALARM0_CUR_VLU = 0
-c a33 -d RTC -r ALARM0_ENABLE_REG -p ALM_0_EN = 0, (default=0)
-c a33 -d RTC -r ALARM0_IRQ_EN -p ALARM0_IRQ_EN = 0, (default=0)
-c a33 -d RTC -r ALARM0_IRQ_STA_REG -p ALARM0_IRQ_PEND = 0, (default=0)
-c a33 -d RTC -r ALARM1_WK_HH_MM_SS -p HOUR = 0
-c a33 -d RTC -r ALARM1_WK_HH_MM_SS -p MINUTE = 0
-c a33 -d RTC -r ALARM1_WK_HH_MM_SS -p SECOND = 0
-c a33 -d RTC -r ALARM1_EN_REG -p WK6_ALM1_EN = 0, (default=0)
-c a33 -d RTC -r ALARM1_EN_REG -p WK5_ALM1_EN = 0, (default=0)
-c a33 -d RTC -r ALARM1_EN_REG -p WK4_ALM1_EN = 0, (default=0)
-c a33 -d RTC -r ALARM1_EN_REG -p WK3_ALM1_EN = 0, (default=0)
-c a33 -d RTC -r ALARM1_EN_REG -p WK2_ALM1_EN = 0, (default=0)
-c a33 -d RTC -r ALARM1_EN_REG -p WK1_ALM1_EN = 0, (default=0)
-c a33 -d RTC -r ALARM1_EN_REG -p WK0_ALM1_EN = 0, (default=0)
-c a33 -d RTC -r ALARM1_IRQ_EN -p ALARM1_IRQ_EN = 0, (default=0)
-c a33 -d RTC -r ALARM1_IRQ_STA_REG -p ALARM1_WEEK_IRQ_PEND = 0, (default=0)
-c a33 -d RTC -r ALARM_CONFIG_REG -p ALARM_WAKEUP = 0, (default=0)
-c a33 -d RTC -r LOSC_OUT_GATING_REG -p LOSC_OUT_GATING = 1, (default=0)
-c a33 -d RTC -r LOSC_OUT_GATING_REG -p GP_DATA = 1, (default=0)
-c a33 -d RTC -r LOSC_OUT_GATING_REG -p valuecanbestorediftheVDD_RTCislargerthan1 = 0, (default=3)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL11_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL10_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL9_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL8_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL7_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL6_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL5_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL4_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL3_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL2_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL1_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r GPL_HOLD_OUTPUT_REG -p GPL0_HOLD_OUTPUT = 0, (default=0)
-c a33 -d RTC -r VDD_RTC_REG -p VDD_RTC_REGU = 4, (default=256)
-c a33 -d RTC -r IC_CHARA_REG -p SRAM_C1_MAP = 0, (default=2147483647)
-c a33 -d RTC -r SRAM_CTRL_REG1 -p BIST_DMA_CTRL_SEL = 0, (default=0)
-c a33 -d SPI0 -r SPI_CTL -p SRST = 0, (default=0)
-c a33 -d SPI0 -r SPI_CTL -p TP_EN = 0, (default=1)
-c a33 -d SPI0 -r SPI_CTL -p MODE = 0, (default=0)
-c a33 -d SPI0 -r SPI_CTL -p EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p XCH = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p Reserved = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p SDM = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p FBS = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p SDC = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p RPSM = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p DDB = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p DHB = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p SS_LEVEL = 0, (default=1)
-c a33 -d SPI0 -r SPI_INTCTL -p SS_OWNER = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p SS_SEL = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p SSCTL = 0, (default=0)
-c a33 -d SPI0 -r SPI_INTCTL -p SPOL = 0, (default=1)
-c a33 -d SPI0 -r SPI_INTCTL -p CPOL = 0, (default=1)
-c a33 -d SPI0 -r SPI_INTCTL -p CPHA = 0, (default=1)
-c a33 -d SPI0 -r SPI_IER -p Reserved = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p SS_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p TC_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p TF_UDR_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p TF_OVF_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p RF_UDR_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p RF_OVF_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p Reserved = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p TF_FUL_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p TX_EMP_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p TX_ERQ_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p Reserved = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p RF_FUL_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p RX_EMP_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_IER -p RF_RDY_INT_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_INT_STA -p SSI = 0, (default=0)
-c a33 -d SPI0 -r SPI_INT_STA -p TC = 0, (default=0)
-c a33 -d SPI0 -r SPI_INT_STA -p TF_UDF = 0, (default=0)
-c a33 -d SPI0 -r SPI_INT_STA -p TF_OVF = 0, (default=0)
-c a33 -d SPI0 -r SPI_INT_STA -p RX_UDF = 0, (default=0)
-c a33 -d SPI0 -r SPI_INT_STA -p RX_OVF = 0, (default=0)
-c a33 -d SPI0 -r SPI_INT_STA -p TX_FULL = 0, (default=0)
-c a33 -d SPI0 -r SPI_INT_STA -p TX_EMP = 0, (default=1)
-c a33 -d SPI0 -r SPI_INT_STA -p TX_READY = 0, (default=1)
-c a33 -d SPI0 -r SPI_INT_STA -p reserved = 0
-c a33 -d SPI0 -r SPI_INT_STA -p RX_FULL = 0, (default=0)
-c a33 -d SPI0 -r SPI_INT_STA -p RX_EMP = 0, (default=1)
-c a33 -d SPI0 -r SPI_INT_STA -p RX_RDY = 0, (default=0)
-c a33 -d SPI0 -r SPI_DMACTL -p TX_FIFO_RST = 0, (default=0)
-c a33 -d SPI0 -r SPI_DMACTL -p TF_TEST_ENB = 0, (default=0)
-c a33 -d SPI0 -r SPI_DMACTL -p TF_DRQ_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_DMACTL -p TX_TRIG_LEVEL = 0, (default=64)
-c a33 -d SPI0 -r SPI_DMACTL -p RF_RST = 0, (default=0)
-c a33 -d SPI0 -r SPI_DMACTL -p RF_TEST = 0, (default=0)
-c a33 -d SPI0 -r SPI_DMACTL -p Reserved = 0, (default=0)
-c a33 -d SPI0 -r SPI_DMACTL -p RX_DMA_MODE = 0, (default=0)
-c a33 -d SPI0 -r SPI_DMACTL -p RF_DRQ_EN = 0, (default=0)
-c a33 -d SPI0 -r SPI_DMACTL -p RX_TRIG_LEVEL = 0, (default=1)
-c a33 -d SPI0 -r SPI_FSR -p TB_WR = 0, (default=0)
-c a33 -d SPI0 -r SPI_FSR -p TB_CNT = 0, (default=0)
-c a33 -d SPI0 -r SPI_FSR -p Reserved = 0, (default=0)
-c a33 -d SPI0 -r SPI_FSR -p TF_CNT = 0, (default=0)
-c a33 -d SPI0 -r SPI_FSR -p RB_WR = 0, (default=0)
-c a33 -d SPI0 -r SPI_FSR -p RB_CNT = 0, (default=0)
-c a33 -d SPI0 -r SPI_FSR -p Reserved = 0, (default=0)
-c a33 -d SPI0 -r SPI_FSR -p RF_CNT = 0, (default=0)
-c a33 -d SPI0 -r SPI_WAIT -p SWC = 0, (default=0)
-c a33 -d SPI0 -r SPI_WAIT -p WCC = 0, (default=0)
-c a33 -d SPI0 -r SPI_CCTL -p DRS = 0, (default=0)
-c a33 -d SPI0 -r SPI_CCTL -p CDR1 = 0, (default=0)
-c a33 -d SPI0 -r SPI_CCTL -p CDR2 = 0, (default=2)
-c a33 -d SPI0 -r SPI_BC -p MBC = 0, (default=0)
-c a33 -d SPI0 -r SPI_TC -p MWTC = 0, (default=0)
-c a33 -d SPI0 -r SPI_BCC -p Reserved = 0, (default=0)
-c a33 -d SPI0 -r SPI_BCC -p DRM = 0, (default=0)
-c a33 -d SPI0 -r SPI_BCC -p DBC = 0, (default=0)
-c a33 -d SPI0 -r SPI_BCC -p STC = 0, (default=0)
-c a33 -d SPI0 -r SPI_TXD -p TDATA = 0, (default=0)
-c a33 -d SPI0 -r SPI_RXD -p RDATA = 0, (default=0)
-c a33 -d SPI0 -r UART_RBR -p RBR = 0, (default=0)
-c a33 -d SPI0 -r UART_THR -p THR = 0, (default=0)
-c a33 -d SPI0 -r UART_DLL -p DLL = 0, (default=0)
-c a33 -d SPI0 -r UART_DLH -p DLH = 0, (default=0)
-c a33 -d SPI0 -r UART_IER -p PTIME = 0
-c a33 -d SPI0 -r UART_IER -p EDSSI = 0, (default=0)
-c a33 -d SPI0 -r UART_IER -p ELSI = 0, (default=0)
-c a33 -d SPI0 -r UART_IER -p ETBEI = 0, (default=0)
-c a33 -d SPI0 -r UART_IER -p ERBFI = 0, (default=0)
-c a33 -d SPI0 -r UART_IIR -p FEFLAG = 0, (default=0)
-c a33 -d SPI0 -r UART_IIR -p IID = 0, (default=1)
-c a33 -d SPI0 -r UART_FCR -p RT = 0, (default=0)
-c a33 -d SPI0 -r UART_FCR -p TFT = 0, (default=0)
-c a33 -d SPI0 -r UART_FCR -p DMAM = 0, (default=0)
-c a33 -d SPI0 -r UART_FCR -p XFIFOR = 0, (default=0)
-c a33 -d SPI0 -r UART_FCR -p RFIFOR = 0, (default=0)
-c a33 -d SPI0 -r UART_FCR -p FIFOE = 0, (default=0)
-c a33 -d SPI0 -r UART_LCR -p DLAB = 0, (default=0)
-c a33 -d SPI0 -r UART_LCR -p BC = 0, (default=0)
-c a33 -d SPI0 -r UART_LCR -p EPS = 0, (default=0)
-c a33 -d SPI0 -r UART_LCR -p PEN = 0, (default=0)
-c a33 -d SPI0 -r UART_LCR -p STOP = 0, (default=0)
-c a33 -d SPI0 -r UART_LCR -p DLS = 0, (default=0)
-c a33 -d SPI0 -r UART_MCR -p SIRE = 0, (default=0)
-c a33 -d SPI0 -r UART_MCR -p AFCE = 0, (default=0)
-c a33 -d SPI0 -r UART_MCR -p LOOP = 0, (default=0)
-c a33 -d SPI0 -r UART_MCR -p RTS = 0, (default=0)
-c a33 -d SPI0 -r UART_MCR -p DTR = 0, (default=0)
-c a33 -d SPI0 -r UART_LSR -p FIFOERR = 0, (default=0)
-c a33 -d SPI0 -r UART_LSR -p TEMT = 0, (default=1)
-c a33 -d SPI0 -r UART_LSR -p THRE = 0, (default=1)
-c a33 -d SPI0 -r UART_LSR -p BI = 0, (default=0)
-c a33 -d SPI0 -r UART_LSR -p FE = 0, (default=0)
-c a33 -d SPI0 -r UART_LSR -p PE = 0, (default=0)
-c a33 -d SPI0 -r UART_LSR -p OE = 0, (default=0)
-c a33 -d SPI0 -r UART_LSR -p DR = 0, (default=0)
-c a33 -d SPI0 -r UART_MSR -p DCD = 0, (default=0)
-c a33 -d SPI0 -r UART_MSR -p RI = 0, (default=0)
-c a33 -d SPI0 -r UART_MSR -p DSR = 0, (default=0)
-c a33 -d SPI0 -r UART_MSR -p CTS = 0, (default=0)
-c a33 -d SPI0 -r UART_MSR -p DDCD = 0, (default=0)
-c a33 -d SPI0 -r UART_MSR -p TERI = 0, (default=0)
-c a33 -d SPI0 -r UART_MSR -p DDSR = 0, (default=0)
-c a33 -d SPI0 -r UART_MSR -p DCTS = 0, (default=0)
-c a33 -d SPI0 -r UART_SCH -p SCRATCH_REG = 0, (default=0)
-c a33 -d SPI0 -r UART_USR -p RFF = 0, (default=0)
-c a33 -d SPI0 -r UART_USR -p RFNE = 0, (default=0)
-c a33 -d SPI0 -r UART_USR -p TFE = 0, (default=1)
-c a33 -d SPI0 -r UART_USR -p TFNF = 0, (default=1)
-c a33 -d SPI0 -r UART_USR -p BUSY = 0, (default=0)
-c a33 -d SPI0 -r UART_TFL -p TFL = 0, (default=0)
-c a33 -d SPI0 -r UART_RFL -p RFL = 0, (default=0)
-c a33 -d SPI0 -r UART_HALT -p SIR_RX_INVERT = 0, (default=0)
-c a33 -d SPI0 -r UART_HALT -p SIR_TX_INVERT = 0, (default=0)
-c a33 -d SPI0 -r UART_HALT -p CHANGE_UPDATE = 0, (default=0)
-c a33 -d SPI0 -r UART_HALT -p CHCFG_AT_BUSY = 0, (default=0)
-c a33 -d SPI0 -r UART_HALT -p HALT_TX = 0, (default=0)
-c a33 -d SS -r SS_CTL -p SKEY_SELECT = 0, (default=0)
-c a33 -d SS -r SS_CTL -p DIE_ID = 0
-c a33 -d SS -r SS_CTL -p PRNG_MODE = 0, (default=0)
-c a33 -d SS -r SS_CTL -p IV_MODE = 0, (default=0)
-c a33 -d SS -r SS_CTL -p SS_OP_MODE = 0, (default=0)
-c a33 -d SS -r SS_CTL -p CTR_WIDTH = 0, (default=0)
-c a33 -d SS -r SS_CTL -p AES_KEY_SIZE = 0, (default=0)
-c a33 -d SS -r SS_CTL -p SS_OP_DIR = 0, (default=0)
-c a33 -d SS -r SS_CTL -p SS_METHOD = 0, (default=0)
-c a33 -d SS -r SS_CTL -p SHA1_MD5_END_BIT = 0, (default=0)
-c a33 -d SS -r SS_CTL -p PRNG_START = 0, (default=0)
-c a33 -d SS -r SS_CTL -p SS_ENABLE = 0, (default=0)
-c a33 -d SS -r SS_CTL -p SS_KEY = 0, (default=0)
-c a33 -d SS -r SS_CTL -p SS_IV_VALUE = 0, (default=0)
-c a33 -d SS -r SS_CTL -p SS_CTR_VALUE = 0, (default=0)
-c a33 -d SS -r SS_FCSR -p RXFIFO_STATUS = 0, (default=1)
-c a33 -d SS -r SS_FCSR -p RXFIFO_EMP_CNT = 0, (default=32)
-c a33 -d SS -r SS_FCSR -p TXFIFO_STATUS = 0, (default=0)
-c a33 -d SS -r SS_FCSR -p TXFIFO_AVA_CNT = 0, (default=0)
-c a33 -d SS -r SS_FCSR -p RXFIFO_INT_TRIG_LEVEL = 0, (default=15)
-c a33 -d SS -r SS_FCSR -p TXFIFO_INT_TRIG_LEVEL = 0, (default=15)
-c a33 -d SS -r SS_ICSR -p RXFIFO_EMP_PENDING_BIT = 0, (default=0)
-c a33 -d SS -r SS_ICSR -p TXFIFO_AVA_PENDING_BIT = 0, (default=0)
-c a33 -d SS -r SS_ICSR -p DRQ_ENABLE = 0, (default=0)
-c a33 -d SS -r SS_ICSR -p RXFIFO_EMP_INT_ENABLE = 0, (default=0)
-c a33 -d SS -r SS_ICSR -p TXFIFO_AVA_INT_ENABLE = 0, (default=0)
-c a33 -d SS -r SS_ICSR -p SS_MID_DATA = 0, (default=0)
-c a33 -d SS -r SS_CTS_LEN -p AES = 0, (default=0)
-c a33 -d SS -r SS_RX -p SS_RX_FIFO = 0, (default=0)
-c a33 -d SS -r SS_TX -p SS_TX_FIFO = 0, (default=0)
-c a33 -d TCON -r TCON_GCTL_REG -p TCON_En = 1, (default=0)
-c a33 -d TCON -r TCON_GCTL_REG -p TCON_Gamma_En = 0, (default=0)
-c a33 -d TCON -r TCON_GINT0_REG -p TCON0_Vb_Int_En = 0, (default=0)
-c a33 -d TCON -r TCON_GINT0_REG -p TCON0_Line_Int_En = 0, (default=0)
-c a33 -d TCON -r TCON_GINT0_REG -p TCON0_Tri_Finish_Int_En = 0, (default=0)
-c a33 -d TCON -r TCON_GINT0_REG -p TCON0_Tri_Counter_Int_En = 0, (default=0)
-c a33 -d TCON -r TCON_GINT0_REG -p TCON0_Vb_Int_Flag = 1, (default=0)
-c a33 -d TCON -r TCON_GINT0_REG -p TCON0_Line_Int_Flag = 0, (default=0)
-c a33 -d TCON -r TCON_GINT0_REG -p TCON0_Tri_Finish_Int_Flag = 0, (default=0)
-c a33 -d TCON -r TCON_GINT0_REG -p TCON0_Tri_Counter_Int_Flag = 0, (default=0)
-c a33 -d TCON -r TCON_GINT0_REG -p TCON0_Tri_Underflow_Flag = 0, (default=0)
-c a33 -d TCON -r TCON_GINT1_REG -p TCON0_Line_Int_Num = 0, (default=0)
-c a33 -d TCON -r TCON0_FRM_CTL_REG -p TCON0_Frm_En = 0, (default=0)
-c a33 -d TCON -r TCON0_FRM_CTL_REG -p TCON0_Frm_Mode_R = 0, (default=0)
-c a33 -d TCON -r TCON0_FRM_CTL_REG -p TCON0_Frm_Mode_G = 0, (default=0)
-c a33 -d TCON -r TCON0_FRM_CTL_REG -p TCON0_Frm_Mode_B = 0, (default=0)
-c a33 -d TCON -r TCON0_FRM_CTL_REG -p TCON0_Frm_Test = 0, (default=0)
-c a33 -d TCON -r TCON0_CTL_REG -p TCON0_En = 1, (default=0)
-c a33 -d TCON -r TCON0_CTL_REG -p TCON0_Work_Mode = 0, (default=0)
-c a33 -d TCON -r TCON0_CTL_REG -p TCON0_IF = 0, (default=0)
-c a33 -d TCON -r TCON0_CTL_REG -p TCON0_RB_Swap = 0, (default=0)
-c a33 -d TCON -r TCON0_CTL_REG -p TCON0_FIFO1_Rst = 0, (default=0)
-c a33 -d TCON -r TCON0_CTL_REG -p TCON0_Start_Delay = 30, (default=0)
-c a33 -d TCON -r TCON0_CTL_REG -p TCON0_SRC_SEL = 0, (default=0)
-c a33 -d TCON -r TCON0_DCLKREG -p TCON0_Dclk_En = 15, (default=0)
-c a33 -d TCON -r TCON0_DCLKREG -p TCON0_Dclk_Div = 7, (default=0)
-c a33 -d TCON -r TCON0_BASIC0_REG -p TCON0_X = 1023, (default=0)
-c a33 -d TCON -r TCON0_BASIC0_REG -p TCON0_Y = 599, (default=0)
-c a33 -d TCON -r TCON0_BASIC1_REG -p Reserved = 0, (default=0)
-c a33 -d TCON -r TCON0_BASIC1_REG -p HT = 1342, (default=0)
-c a33 -d TCON -r TCON0_BASIC1_REG -p HBP = 158, (default=0)
-c a33 -d TCON -r TCON0_BASIC2_REG -p VT = 1268, (default=0)
-c a33 -d TCON -r TCON0_BASIC2_REG -p VBP = 23, (default=0)
-c a33 -d TCON -r TCON0_BASIC3_REG -p HSPW = 0, (default=0)
-c a33 -d TCON -r TCON0_BASIC3_REG -p VSPW = 0, (default=0)
-c a33 -d TCON -r TCON0_HV_IF_REG -p HV_Mode = 0, (default=0)
-c a33 -d TCON -r TCON0_HV_IF_REG -p RGB888_SM0 = 0, (default=0)
-c a33 -d TCON -r TCON0_HV_IF_REG -p RGB888_SM1 = 0, (default=0)
-c a33 -d TCON -r TCON0_HV_IF_REG -p YUV_SM = 0, (default=0)
-c a33 -d TCON -r TCON0_HV_IF_REG -p YUVEAV = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p CPU_Mode = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p DA = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p CA = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p Wr_Flag = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p Rd_Flag = 1, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p AUTO = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p FLUSH = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p Trigger_Sync_Mode = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p Trigger_FIFO_Bist_En = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p Trigger_FIFO_En = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p Trigger_Start = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_IF_REG -p Trigger_En = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_WR_REG -p Data_Wr = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_RD0_REG -p Data_Rd0 = 0
-c a33 -d TCON -r TCON0_CPU_RD1_REG -p Data_Rd1 = 0
-c a33 -d TCON -r TCON0_LVDS_IF_REG -p TCON0_LVDS_En = 1, (default=0)
-c a33 -d TCON -r TCON0_LVDS_IF_REG -p TCON0_LVDS_Link_Sel = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_IF_REG -p TCON0_LVDS_Even_Odd_Dir = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_IF_REG -p TCON0_LVDS_Dir = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_IF_REG -p TCON0_LVDS_Mode = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_IF_REG -p TCON0_LVDS_BitWidth = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_IF_REG -p TCON0_LVDS_Correct_Mode = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_IF_REG -p TCON0_LVDS_Clk_Sel = 1, (default=0)
-c a33 -d TCON -r TCON0_IO_POL_REG -p IO_Output_Sel = 0, (default=0)
-c a33 -d TCON -r TCON0_IO_POL_REG -p DCLK_Sel = 1, (default=0)
-c a33 -d TCON -r TCON0_IO_POL_REG -p phaseoffset = 0, (default=3)
-c a33 -d TCON -r TCON0_IO_POL_REG -p phaseoffset = 0, (default=3)
-c a33 -d TCON -r TCON0_IO_POL_REG -p phase0 = 0, (default=2)
-c a33 -d TCON -r TCON0_IO_POL_REG -p phase90 = 0, (default=2)
-c a33 -d TCON -r TCON0_IO_POL_REG -p IO3_Inv = 0, (default=0)
-c a33 -d TCON -r TCON0_IO_POL_REG -p IO2_Inv = 0, (default=0)
-c a33 -d TCON -r TCON0_IO_POL_REG -p IO1_Inv = 0, (default=0)
-c a33 -d TCON -r TCON0_IO_POL_REG -p IO0_Inv = 0, (default=0)
-c a33 -d TCON -r TCON0_IO_POL_REG -p Data_Inv = 0, (default=0)
-c a33 -d TCON -r TCON0_IO_TRI_REG -p RGB_Endian = 0
-c a33 -d TCON -r TCON0_IO_TRI_REG -p IO3_Output_Tri_En = 0, (default=1)
-c a33 -d TCON -r TCON0_IO_TRI_REG -p IO2_Output_Tri_En = 0, (default=1)
-c a33 -d TCON -r TCON0_IO_TRI_REG -p IO1_Output_Tri_En = 0, (default=1)
-c a33 -d TCON -r TCON0_IO_TRI_REG -p IO0_Output_Tri_En = 0, (default=1)
-c a33 -d TCON -r TCON0_IO_TRI_REG -p Data_Output_Tri_En = 0, (default=16777215)
-c a33 -d TCON -r TCON_ECC_FIFO_REG -p ECC_FIFO_BIST_EN = 0
-c a33 -d TCON -r TCON_ECC_FIFO_REG -p ECC_FIFO_ERR_FLAG = 0
-c a33 -d TCON -r TCON_ECC_FIFO_REG -p ECC_FIFO_ERR_BITS = 0
-c a33 -d TCON -r TCON_ECC_FIFO_REG -p ECC_FIFO_BLANK_EN = 0
-c a33 -d TCON -r TCON_ECC_FIFO_REG -p ECC_FIFO_SETTING = 0
-c a33 -d TCON -r TCON_DEBUG_REG -p TCON0_FIFO_Under_Flow = 0
-c a33 -d TCON -r TCON_DEBUG_REG -p TCON0_Field_Polarity = 1
-c a33 -d TCON -r TCON_DEBUG_REG -p TCON0_Current_Line = 465
-c a33 -d TCON -r TCON_DEBUG_REG -p ECC_FIFO_Bypass = 0, (default=0)
-c a33 -d TCON -r TCON_CEU_CTL_REG -p CEU_en = 0, (default=0)
-c a33 -d TCON -r TCON_CEU_CTL_REG -p CEU_Coef_Mul_Value = 0, (default=0)
-c a33 -d TCON -r TCON_CEU_CTL_REG -p CEU_Coef_Add_Value = 0, (default=0)
-c a33 -d TCON -r TCON_CEU_CTL_REG -p CEU_Coef_Range_Min = 0, (default=0)
-c a33 -d TCON -r TCON_CEU_CTL_REG -p CEUCoef_Range_Max = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_TRI0_REG -p Block_Space = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_TRI0_REG -p Block_Size = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_TRI1_REG -p Block_Current_Num = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_TRI1_REG -p Block_Num = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_TRI2_REG -p Start_Delay = 32, (default=32)
-c a33 -d TCON -r TCON0_CPU_TRI2_REG -p Trans_Start_Mode = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_TRI2_REG -p Sync_Mode = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_TRI2_REG -p Trans_Start_Set = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_TRI2_REG -p Tri_Int_Mode = 0, (default=0)
-c a33 -d TCON -r TCON0_CPU_TRI2_REG -p Counter_N = 8192, (default=0)
-c a33 -d TCON -r TCON0_CPU_TRI2_REG -p Counter_M = 0, (default=0)
-c a33 -d TCON -r TCON_CMAP_CTL_REG -p Color_Map_En = 0, (default=0)
-c a33 -d TCON -r TCON_CMAP_CTL_REG -p Out_Format = 0, (default=0)
-c a33 -d TCON -r TCON_CMAP_ODD0_REG -p Out_Odd1 = 0, (default=0)
-c a33 -d TCON -r TCON_CMAP_ODD0_REG -p Out_Odd0 = 0, (default=0)
-c a33 -d TCON -r TCON_CMAP_ODD1_REG -p Out_Odd3 = 0, (default=0)
-c a33 -d TCON -r TCON_CMAP_ODD1_REG -p Out_Odd2 = 0, (default=0)
-c a33 -d TCON -r TCON_CMAP_EVEN0_REG -p Out_Even1 = 0, (default=0)
-c a33 -d TCON -r TCON_CMAP_EVEN0_REG -p Out_Even0 = 0, (default=0)
-c a33 -d TCON -r TCON_CMAP_EVEN1_REG -p Out_Even3 = 0, (default=0)
-c a33 -d TCON -r TCON_CMAP_EVEN1_REG -p Out_Even2 = 0, (default=0)
-c a33 -d TCON -r TCON_SAFE_PERIOD_REG -p Safe_Period_FIFO_Num = 0, (default=0)
-c a33 -d TCON -r TCON_SAFE_PERIOD_REG -p Safe_Period_Mode = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_en_mb = 1, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_en_ldo = 1, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_en_drvc = 1, (default=0)
